UF,Programa Local,Previsto Original em 2022,Previsto Ajustado em 2022,Despesa Executado em 2022,Total de Atendimentos em 2022,,Ano,Mes,Previsto Original em 2021,Previsto Ajustado em 2021,Despesa Executado em 2021,Total de Atendimentos em 2021,Previsto Original em 2020,Previsto Ajustado em 2020,Despesa Executado em 2020,Total de Atendimentos em 2020,Previsto Original em 2025,Previsto Ajustado em 2025,Despesa Executado em 2025,Total de Atendimentos em 2025,Previsto Original em 2024,Previsto Ajustado em 2024,Despesa Executado em 2024,Total de Atendimentos em 2024,Previsto Original em 2023,Previsto Ajustado em 2023,Despesa Executado em 2023,Total de Atendimentos em 2023,Previsto Original em 2015,Previsto Ajustado em 2015,Despesa Executado em 2015,Total de Atendimentos em 2015,Previsto Original em 2017,Previsto Ajustado em 2017,Despesa Executado em 2017,Total de Atendimentos em 2017,Previsto Original em 2016,Previsto Ajustado em 2016,Despesa Executado em 2016,Total de Atendimentos em 2016,Previsto Original em 2018,Previsto Ajustado em 2018,Despesa Executado em 2018,Total de Atendimentos em 2018
MG,Programa de Desenvolvimento Local da Microrregião Chapada de Minas,nan,nan,nan,nan,,2017,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"R$20.000,00","R$0,00","R$0,00",0,nan,nan,nan,nan,nan,nan,nan,nan
MG,Programa de Desenvolvimento Local da Microrregião Diamantina,nan,nan,nan,nan,,2017,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"R$65.000,00","R$26.300,00","R$22.275,85",0,nan,nan,nan,nan,nan,nan,nan,nan
MG,Programa de Desenvolvimento Local da Microrregião Divinópolis,nan,nan,nan,nan,,2017,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"R$0,00","-R$7.000,00","R$2.413,29",0,nan,nan,nan,nan,nan,nan,nan,nan
MG,Programa de Desenvolvimento Local da Microrregião Guanhães,nan,nan,nan,nan,,2017,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"R$1.835,00","R$1.835,00","R$1.275,91",0,nan,nan,nan,nan,nan,nan,nan,nan
MG,Programa de Desenvolvimento Local da microrregião Itabira,nan,nan,nan,nan,,2017,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"R$4.000,00","R$4.000,00","R$1.742,10",0,nan,nan,nan,nan,nan,nan,nan,nan
MG,Programa de Desenvolvimento Local da microrregião Montes Claros,nan,nan,nan,nan,,2017,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"R$35.530,00","R$35.530,00","R$2.500,56",0,nan,nan,nan,nan,nan,nan,nan,nan
MG,Programa de Desenvolvimento Local da microrregião Paracatu,nan,nan,nan,nan,,2017,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"R$20.000,00","R$19.500,00","R$0,00",0,nan,nan,nan,nan,nan,nan,nan,nan
MG,Programa de Desenvolvimento Local da microrregião Passos,nan,nan,nan,nan,,2017,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"R$18.000,00","R$18.000,00","R$17.698,45",0,nan,nan,nan,nan,nan,nan,nan,nan
MG,Programa de Desenvolvimento Local da microrregião Pirapora,nan,nan,nan,nan,,2017,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"R$0,00","R$8.660,00","R$1.950,31",0,nan,nan,nan,nan,nan,nan,nan,nan
MG,Programa de Desenvolvimento Local da Microrregião Pouso Alegre,nan,nan,nan,nan,,2017,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"R$27.540,00","R$47.240,00","R$5.089,27",0,nan,nan,nan,nan,nan,nan,nan,nan
MG,Programa de Desenvolvimento Local da Microrregião Uberlândia,nan,nan,nan,nan,,2017,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"R$160.000,00","R$180.000,00","R$27.074,29",602,nan,nan,nan,nan,nan,nan,nan,nan
MG,Programa de Desenvolvimento Local da Microrregião Varginha,nan,nan,nan,nan,,2017,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"R$15.000,00","R$12.000,00","R$14.955,36",0,nan,nan,nan,nan,nan,nan,nan,nan
PE,PE - Competitividade Pernambucana,nan,nan,nan,nan,,2025,Janeiro,nan,nan,nan,nan,nan,nan,nan,nan,"R$40.327.079,00","R$36.040.432,00","R$787.724,73",429,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
PE,PE - PE – Aplicação dos Propósitos Locais,nan,nan,nan,nan,,2025,Janeiro,nan,nan,nan,nan,nan,nan,nan,nan,"R$6.333.500,00","R$22.516.923,00","R$1.177.656,46",0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
PE,PE - Competitividade Pernambucana,nan,nan,nan,nan,,2025,Fevereiro,nan,nan,nan,nan,nan,nan,nan,nan,"R$40.327.079,00","R$31.760.006,00","R$1.559.182,85",2.335,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
PE,PE - PE – Aplicação dos Propósitos Locais,nan,nan,nan,nan,,2025,Fevereiro,nan,nan,nan,nan,nan,nan,nan,nan,"R$6.333.500,00","R$22.226.923,00","R$2.151.861,90",0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
PE,PE - Competitividade Pernambucana,nan,nan,nan,nan,,2025,Março,nan,nan,nan,nan,nan,nan,nan,nan,"R$40.327.079,00","R$32.481.177,00","R$3.959.823,63",2.739,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
PE,PE - PE – Aplicação dos Propósitos Locais,nan,nan,nan,nan,,2025,Março,nan,nan,nan,nan,nan,nan,nan,nan,"R$6.333.500,00","R$22.936.292,00","R$2.880.446,09",0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
PE,PE - Competitividade Pernambucana,nan,nan,nan,nan,,2025,Abril,nan,nan,nan,nan,nan,nan,nan,nan,"R$40.327.079,00","R$32.506.649,00","R$6.163.043,46",4.444,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
PE,PE - PE – Aplicação dos Propósitos Locais,nan,nan,nan,nan,,2025,Abril,nan,nan,nan,nan,nan,nan,nan,nan,"R$6.333.500,00","R$23.086.409,00","R$3.976.050,07",0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
PE,PE - Competitividade Pernambucana,nan,nan,nan,nan,,2025,Maio,nan,nan,nan,nan,nan,nan,nan,nan,"R$40.327.079,00","R$32.366.649,00","R$8.962.841,15",7.052,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
PE,PE - PE – Aplicação dos Propósitos Locais,nan,nan,nan,nan,,2025,Maio,nan,nan,nan,nan,nan,nan,nan,nan,"R$6.333.500,00","R$23.086.410,00","R$5.136.494,25",0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
PE,PE - Competitividade Pernambucana,nan,nan,nan,nan,,2025,Junho,nan,nan,nan,nan,nan,nan,nan,nan,"R$40.327.079,00","R$30.073.410,00","R$10.930.282,01",8.950,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
PE,PE - PE – Aplicação dos Propósitos Locais,nan,nan,nan,nan,,2025,Junho,nan,nan,nan,nan,nan,nan,nan,nan,"R$6.333.500,00","R$21.361.139,00","R$5.823.458,74",88,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
PE,PE - Competitividade Pernambucana,nan,nan,nan,nan,,2025,Julho,nan,nan,nan,nan,nan,nan,nan,nan,"R$40.327.079,00","R$30.940.092,00","R$12.816.099,79",11.757,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
PE,PE - PE – Aplicação dos Propósitos Locais,nan,nan,nan,nan,,2025,Julho,nan,nan,nan,nan,nan,nan,nan,nan,"R$6.333.500,00","R$21.074.139,00","R$7.396.306,38",88,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
PE,PE - Competitividade Pernambucana,nan,nan,nan,nan,,2025,Agosto,nan,nan,nan,nan,nan,nan,nan,nan,"R$40.327.079,00","R$31.110.092,00","R$14.595.717,40",12.777,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
PE,PE - PE – Aplicação dos Propósitos Locais,nan,nan,nan,nan,,2025,Agosto,nan,nan,nan,nan,nan,nan,nan,nan,"R$6.333.500,00","R$20.542.539,00","R$7.927.743,74",88,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
PE,PE - Aplicação dos Propósitos Locais,nan,nan,nan,nan,,2024,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"R$19.511.490,00","R$21.377.085,00","R$16.313.135,04",29.411,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
PE,Estratégias e Iniciativas Locais,nan,nan,nan,nan,,2023,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"R$23.147.962,00","R$21.937.085,00","R$18.215.110,56",947,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
PE,Startup Teams,nan,nan,nan,nan,,2023,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"R$1.945.710,00","R$1.210.303,00","R$1.090.063,15",0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
PE,Programa Startup Teams,"R$2.126.663,00","R$0,00","R$0,00",0,,2022,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
PI,PROGRAMA LOCAL - Portfolio Local,"R$0,00","R$1.391.800,00","R$1.252.443,26",0,,2022,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
RJ,RJ - Energia e Conexões Empresariais,nan,nan,nan,nan,,2025,Fevereiro,nan,nan,nan,nan,nan,nan,nan,nan,"R$1.500.000,00","R$1.500.000,00","R$844,30",0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
RJ,RJ - Energia e Conexões Empresariais,nan,nan,nan,nan,,2025,Março,nan,nan,nan,nan,nan,nan,nan,nan,"R$1.500.000,00","R$1.500.000,00","R$844,30",0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
RJ,RJ - Energia e Conexões Empresariais,nan,nan,nan,nan,,2025,Abril,nan,nan,nan,nan,nan,nan,nan,nan,"R$1.500.000,00","R$1.500.000,00","R$6.941,17",0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
RJ,RJ - Energia e Conexões Empresariais,nan,nan,nan,nan,,2025,Maio,nan,nan,nan,nan,nan,nan,nan,nan,"R$1.500.000,00","R$1.500.000,00","R$7.930,17",0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
RJ,RJ - Energia e Conexões Empresariais,nan,nan,nan,nan,,2025,Junho,nan,nan,nan,nan,nan,nan,nan,nan,"R$1.500.000,00","R$1.500.000,00","R$29.047,27",0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
RJ,RJ - Energia e Conexões Empresariais,nan,nan,nan,nan,,2025,Julho,nan,nan,nan,nan,nan,nan,nan,nan,"R$1.500.000,00","R$1.500.000,00","R$61.420,28",0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
RJ,RJ - Energia e Conexões Empresariais,nan,nan,nan,nan,,2025,Agosto,nan,nan,nan,nan,nan,nan,nan,nan,"R$1.500.000,00","R$1.500.000,00","R$72.068,33",0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
RJ,Programa RJ - Competitividade Setorial,"R$0,00","R$735.331,00","R$494.882,24",2.751,,2022,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
RN,RN - Gestão de Convênios e Editais,"R$0,00","R$2.000.000,00","R$1.757.268,38",0,,2022,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
RN,RN - Gestão de Soluções,"R$1.283.500,00","R$1.334.500,00","R$1.298.987,61",0,,2022,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
RS,Programa RS - Competitividade das Cadeias Produtivas,"R$14.743.300,00","R$52.238.545,00","R$44.185.477,99",15.930,,2022,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
RS,Programa RS - Curadoria e Desenvolvimento de Produtos,"R$2.355.000,00","R$1.995.001,00","R$975.794,67",0,,2022,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
RS,Programa RS - Juntos para Competir,"R$0,00","R$22.282.435,00","R$17.671.024,86",8.956,,2022,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
RS,Programa RS - Marketing e Comunicação,"R$4.128.663,00","R$7.936.003,00","R$5.880.828,69",0,,2022,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
RS,Programa RS - Competitividade das Cadeias Produtivas,nan,nan,nan,nan,,2021,Novembro,"R$21.800.000,00","R$24.340.378,00","R$19.165.503,24",13.359,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
RS,Programa RS - Juntos para Competir,nan,nan,nan,nan,,2021,Novembro,"R$20.463.333,00","R$19.697.369,00","R$14.754.817,49",12.343,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
RS,Programa RS - Competitividade das Cadeias Produtivas,nan,nan,nan,nan,,2020,Novembro,nan,nan,nan,nan,"R$58.250.237,00","R$39.177.888,00","R$26.230.391,59",44.804,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SC,SC - Programa de Fortalecimento de Parcerias Estratégicas,nan,nan,nan,nan,,2025,Janeiro,nan,nan,nan,nan,nan,nan,nan,nan,"R$11.010.280,00","R$11.010.280,00","R$39.483,23",532,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SC,SC - Programa de Fortalecimento de Parcerias Estratégicas,nan,nan,nan,nan,,2025,Fevereiro,nan,nan,nan,nan,nan,nan,nan,nan,"R$11.010.280,00","R$11.010.280,00","R$414.026,33",759,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SC,SC - Programa de Fortalecimento de Parcerias Estratégicas,nan,nan,nan,nan,,2025,Março,nan,nan,nan,nan,nan,nan,nan,nan,"R$11.010.280,00","R$11.168.101,00","R$825.901,64",769,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SC,SC - Programa de Fortalecimento de Parcerias Estratégicas,nan,nan,nan,nan,,2025,Abril,nan,nan,nan,nan,nan,nan,nan,nan,"R$11.010.280,00","R$10.618.101,00","R$1.292.630,25",784,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SC,SC - Programa de Fortalecimento de Parcerias Estratégicas,nan,nan,nan,nan,,2025,Maio,nan,nan,nan,nan,nan,nan,nan,nan,"R$11.010.280,00","R$7.202.514,00","R$1.317.853,08",768,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SC,SC - Programa de Fortalecimento de Parcerias Estratégicas,nan,nan,nan,nan,,2025,Junho,nan,nan,nan,nan,nan,nan,nan,nan,"R$11.010.280,00","R$7.118.104,00","R$1.481.828,11",787,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SC,SC - Programa de Fortalecimento de Parcerias Estratégicas,nan,nan,nan,nan,,2025,Julho,nan,nan,nan,nan,nan,nan,nan,nan,"R$11.010.280,00","R$7.118.104,00","R$1.940.270,25",1.045,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SC,SC - Programa de Fortalecimento de Parcerias Estratégicas,nan,nan,nan,nan,,2025,Agosto,nan,nan,nan,nan,nan,nan,nan,nan,"R$11.010.280,00","R$7.118.104,00","R$2.226.386,94",1.045,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SC,SC - SC - Programa de Fortalecimento de Parcerias Estratégicas,nan,nan,nan,nan,,2024,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"R$5.958.100,00","R$5.718.330,00","R$5.509.018,08",17.430,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SC,SC - Programa de Fortalecimento de Parcerias Estratégicas,nan,nan,nan,nan,,2023,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"R$8.415.001,00","R$10.048.175,00","R$9.835.305,72",4.877,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SC,Programa de Fortalecimento de Parcerias Estratégicas,"R$0,00","R$7.090.773,00","R$5.285.092,33",9.144,,2022,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SC,Programa de Reposicionamento de Agências,"R$0,00","R$1.027.007,00","R$723.127,53",0,,2022,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SP,SP - Competitividade do MEI,nan,nan,nan,nan,,2025,Janeiro,nan,nan,nan,nan,nan,nan,nan,nan,"R$6.747.333,00","R$6.747.333,00","R$223.497,61",0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SP,SP - Competitividade do MEI,nan,nan,nan,nan,,2025,Fevereiro,nan,nan,nan,nan,nan,nan,nan,nan,"R$6.747.333,00","R$6.747.333,00","R$1.413.618,32",2.748,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SP,SP - Competitividade do MEI,nan,nan,nan,nan,,2025,Março,nan,nan,nan,nan,nan,nan,nan,nan,"R$6.747.333,00","R$6.747.333,00","R$2.139.910,88",6.264,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SP,SP - Competitividade do MEI,nan,nan,nan,nan,,2025,Abril,nan,nan,nan,nan,nan,nan,nan,nan,"R$6.747.333,00","R$6.747.333,00","R$2.525.989,11",9.923,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SP,SP - Competitividade do MEI,nan,nan,nan,nan,,2025,Maio,nan,nan,nan,nan,nan,nan,nan,nan,"R$6.747.333,00","R$6.747.333,00","R$2.787.846,73",20.896,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SP,SP - Competitividade do MEI,nan,nan,nan,nan,,2025,Junho,nan,nan,nan,nan,nan,nan,nan,nan,"R$6.747.333,00","R$6.747.333,00","R$3.390.223,89",33.585,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SP,SP - Competitividade do MEI,nan,nan,nan,nan,,2025,Julho,nan,nan,nan,nan,nan,nan,nan,nan,"R$6.747.333,00","R$8.070.995,00","R$3.534.034,69",41.874,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SP,SP - Competitividade do MEI,nan,nan,nan,nan,,2025,Agosto,nan,nan,nan,nan,nan,nan,nan,nan,"R$6.747.333,00","R$8.070.995,00","R$3.650.875,33",43.150,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SP,Programa Sebrae-SP - Ambiente de Negócios,"R$24.205.370,00","R$26.788.655,00","R$25.909.980,42",1.683,,2022,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SP,Programa Sebrae-SP - Inovação,"R$17.141.652,00","R$29.540.636,00","R$616.680,55",510,,2022,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SE,SE - Movimenta Sergipe,nan,nan,nan,nan,,2024,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"R$637.000,00","R$632.000,00","R$606.642,61",3.272,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SE,Programa Local - Portfólio de Soluções,nan,nan,nan,nan,,2023,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"R$500.000,00","R$295.900,00","R$252.187,04",0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SE,Portfólio de Soluções,"R$0,00","R$185.000,00","R$112.281,56",0,,2022,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SE,Programa Local - Construção e Reformas,"R$0,00","R$850.000,00","R$0,00",0,,2022,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SE,Programa Local de Empreendedorismo,"R$0,00","R$3.975.066,00","R$3.026.829,53",340,,2022,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SE,Cultura Empreendedora,nan,nan,nan,nan,,2021,Novembro,"R$0,00","R$244.200,00","R$129.673,86",1.656,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
